all,results,0.571068983211
all,go,0.829894577196
all,issues,0.704580413755
all,to,0.866665512601
all,finally,0.704933161775
all,sorry,0.483557138866
all,string,0.566605487547
all,very,0.773044708648
all,fat,0.46135887479
all,putting,0.818845588251
all,school,0.537694246176
all,did,0.845543501688
all,leave,0.726877819347
all,work,0.791468540774
all,ten,0.746907369644
all,dealing,0.697098864573
all,past,0.791452194621
all,second,0.641822743526
all,traveling,0.587282123174
all,uncomfortable,0.45931970488
all,even,0.884211684169
all,what,0.825003836234
all,exactly,0.784524078345
all,current,0.702249234648
all,switch,0.562707169066
all,ever,0.804671774713
all,here,0.779368356312
all,let,0.76377041173
all,separation,0.488480121049
all,along,0.716483554425
all,change,0.777674925261
all,great,0.695675639576
all,kids,0.674936480279
all,products,0.5734201311
all,usually,0.78026262122
all,honor,0.544289822541
all,family,0.578826356545
all,everybody,0.696351826122
all,use,0.757440426822
all,from,0.77264901884
all,would,0.843769942935
all,visit,0.472885180133
all,two,0.8387138257
all,next,0.748447607299
all,few,0.884229131844
all,live,0.729700306597
all,tell,0.709375663227
all,today,0.799064034317
all,more,0.880063377887
all,yes,0.702710563124
all,apparent,0.484582550831
all,it,0.858882525238
all,must,0.842778143634
all,me,0.709426166383
all,room,0.623031857507
all,permits,0.45218950309
all,this,0.849277487303
all,science,0.479576906107
all,can,0.817057560652
all,my,0.711053766933
all,example,0.799326635236
all,point,0.667970474591
all,want,0.81768740376
all,figure,0.63671593298
all,give,0.82988795553
all,numbers,0.745068147129
all,purchased,0.440960453672
all,sense,0.644072763085
all,occur,0.579905776123
all,needs,0.768449585708
all,thing,0.725781543972
all,six,0.80117819609
all,how,0.841731505334
all,occasionally,0.638764314639
all,if,0.822697395788
all,blood,0.548745920746
all,coming,0.827267691968
all,a,0.686759585069
all,remember,0.684681012698
all,whenever,0.646842267828
all,maybe,0.742156186205
all,sit,0.65609633634
all,element,0.51867200939
all,so,0.88406374124
all,things,0.812571515338
all,help,0.754791191966
all,enter,0.657342990231
all,september,0.45233755842
all,years,0.782913156092
all,looks,0.566461935631
all,mentioned,0.596021098334
all,hell,0.479847410141
all,still,0.883914898715
all,its,0.763328944877
all,before,0.75238798833
all,thank,0.510598892399
all,fit,0.730511714395
all,somewhere,0.593221259773
all,actually,0.845143697031
all,better,0.838449414323
all,then,0.754687096746
all,them,0.896124491756
all,good,0.79892778686
all,practice,0.698653419876
all,they,0.912479219782
all,half,0.745281246569
all,not,0.895102849179
all,now,0.865075272684
all,day,0.735692498509
all,each,0.858843825736
all,went,0.71960885908
all,side,0.687698401195
all,mean,0.792232495581
all,doing,0.800999310316
all,series,0.646924581823
all,year,0.722886624554
all,our,0.83298027123
all,happen,0.686473875069
all,really,0.75699372231
all,canada,0.539784858764
all,since,0.725859129022
all,got,0.762474509154
all,issue,0.686313438071
all,approached,0.498868759255
all,guess,0.620396383184
all,free,0.731598250309
all,put,0.844078056142
all,wanted,0.77637670766
all,beginning,0.705550508594
all,starts,0.635511681573
all,could,0.840891998866
all,transition,0.526693385085
all,florida,0.49256178023
all,days,0.768059496236
all,times,0.76699850967
all,creates,0.491061896905
all,turn,0.832955283771
all,think,0.771265711565
all,first,0.732213235192
all,one,0.883427442312
all,another,0.751794530352
all,tomorrow,0.553997577104
all,little,0.747356949953
all,twenty,0.67173403522
all,their,0.899684220853
all,wonderful,0.539755675105
all,too,0.791106600167
all,listen,0.591657609471
all,eyes,0.533515104786
all,way,0.861818930348
all,mostly,0.729574126936
all,that,0.854874644653
all,nobody,0.67483627997
all,off,0.695362577871
all,than,0.8545530933
all,unfortunately,0.759754357008
all,project,0.531330789786
all,loves,0.451045995099
all,were,0.819458424649
all,and,0.880418551394
all,mind,0.739343737362
all,say,0.789143174374
all,have,0.910350751534
all,saw,0.745613278049
all,any,0.848733934768
all,ideas,0.632892936788
all,concerns,0.592970038828
all,take,0.859515757133
all,which,0.846276549762
all,added,0.739806464446
all,unless,0.699584273645
all,though,0.859378444291
all,sets,0.659071302618
all,why,0.810847056214
all,especially,0.795927274746
all,average,0.521650182543
all,hungry,0.457031851775
all,fact,0.833085363733
all,saying,0.674037942659
all,fifty,0.605972572906
all,colors,0.512798377647
all,fine,0.662940981121
all,shoes,0.483834159429
all,partially,0.499764383503
all,should,0.857752646828
all,only,0.929923442173
all,going,0.811054131489
all,rice,0.443866370072
all,sure,0.795988646275
all,do,0.827459989403
all,get,0.833983593885
all,grew,0.50558464919
all,words,0.652508873083
all,quarters,0.6245476043
all,worried,0.5898545023
all,bad,0.693757130503
all,she,0.67270628159
all,where,0.773662893804
all,art,0.486358611191
all,comparable,0.55545516405
all,see,0.803348107134
all,are,0.906511015735
all,holding,0.6976861831
all,arm,0.507593001797
all,best,0.752616204929
all,concern,0.604765763664
all,artificial,0.475250575154
all,enough,0.80343419493
all,won,0.525589447749
all,probably,0.788511434177
all,teens,0.477260824458
all,we,0.859027122243
all,recently,0.695153911657
all,no,0.859571472744
all,both,0.902121264872
all,last,0.712153525276
all,many,0.873606564404
all,drug,0.462428976178
all,foreign,0.555539011263
all,personal,0.688146888439
all,whole,0.772428264116
all,comes,0.705179710501
all,liked,0.571395966128
all,height,0.465920047694
all,respect,0.716282675791
all,three,0.826743612999
all,been,0.805714903804
all,much,0.847995670265
all,else,0.768911986485
all,lives,0.661067115285
all,child,0.601167516956
all,those,0.942340077589
all,look,0.77647126031
all,will,0.823561675222
all,while,0.862003613886
all,teachers,0.597188248227
all,seven,0.78875214832
all,almost,0.787668108468
all,is,0.723209929262
all,sentences,0.456653594203
all,non,0.679953982657
all,sleeping,0.478065083017
all,need,0.849686494625
all,in,0.755997521761
all,worry,0.64015136835
all,develop,0.633021046338
all,organs,0.442944238362
all,make,0.890721285763
all,same,0.88986389615
all,party,0.552836718705
all,gets,0.672587765523
all,higher,0.613128151239
all,week,0.659630325649
all,used,0.746982177417
all,drink,0.490270126537
all,hand,0.767231998224
all,moving,0.730084179089
all,lower,0.550567870817
all,shortly,0.477044617935
all,i,0.764298347163
all,well,0.905610181513
all,greatest,0.58900556881
all,english,0.554338251706
all,the,0.810603464441
all,researchers,0.506337052329
all,just,0.832365491549
all,generally,0.736337461436
all,front,0.630797426757
all,thanks,0.636474823118
all,questions,0.642146990768
all,web,0.517142647736
all,cut,0.693826239112
